Started Log File:     logs/MMTK 2021-02-17 00-20-10-COM3.txt
Data Source:     COM3

NEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
null1	0.00	0.00	1.71	0	1	1	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	1.63	0	1	1	0	0	11.95	1	1	1	1	1	
1	0.00	0.00	1.61	0	1	1	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	1.65	0	1	1	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	1.74	0	1	1	0	0	11.99	1	1	1	1	1	
1	0.00	0.00	1.78	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	1.67	0	1	1	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	1.53	0	1	1	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	1.54	0	1	1	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	1.54	0	1	1	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	1.45	0	1	1	0	0	12.07	1	1	1	1	1	
 ========= TARE ==========
NEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
1	0.00	0.00	-0.06	0	1	1	0	0	12.05	1	1	1	1	1	
1	0.00	0.00	-0.05	0	1	1	0	0	11.97	1	1	1	1	1	
1	0.00	0.00	-0.06	0	1	1	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	-0.10	0	1	1	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	-0.13	0	1	1	0	0	12.01	1	1	1	1	1	
1	0.00	0.00	-0.07	0	1	1	0	0	11.95	1	1	1	1	1	
1	0.00	0.00	-0.04	0	1	1	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	-0.23	0	1	1	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	-0.36	0	1	1	0	0	11.97	1	1	1	1	1	
1	0.00	0.00	-0.24	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	-0.05	0	1	1	0	0	12.09	1	1	1	1	1	
1	0.00	0.00	-0.05	0	1	1	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	-0.19	0	1	1	0	0	11.99	1	1	1	1	1	
1	0.00	0.00	-0.26	0	1	1	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	-0.27	0	1	1	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	-0.06	0	1	1	0	0	11.95	1	1	1	1	1	
1	0.00	0.00	0.09	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	-0.11	0	1	1	0	0	12.09	1	1	1	1	1	
1	0.00	0.00	-0.10	0	1	1	0	0	11.99	1	1	1	1	1	
1	0.00	0.00	-0.22	0	1	1	0	0	11.97	1	1	1	1	1	
1	0.00	0.00	-0.20	0	1	1	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	-0.19	0	1	1	0	0	12.05	1	1	1	1	1	
1	0.00	0.00	-0.05	0	1	1	0	0	11.95	1	1	1	1	1	
1	0.00	0.00	-0.01	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	-0.92	0	1	1	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	-1.56	0	1	1	0	0	12.01	1	1	1	1	1	
1	0.00	0.00	-0.43	0	1	1	0	0	11.95	1	1	1	1	1	
1	0.00	0.00	2.81	0	1	1	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	21.60	0	1	1	0	0	12.05	1	1	1	1	1	
1	0.00	0.00	58.54	0	1	1	0	0	11.97	1	1	1	1	1	
1	0.00	0.00	97.73	0	1	1	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	128.37	0	1	1	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	144.53	0	1	1	0	0	12.01	1	1	1	1	1	
1	0.00	0.00	149.72	0	1	1	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	148.15	0	1	1	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	148.60	0	1	1	0	0	12.05	1	1	1	1	1	
1	0.00	0.00	149.83	0	1	1	0	0	11.97	1	1	1	1	1	
1	0.00	0.00	150.03	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	147.09	0	1	1	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	137.38	0	1	1	0	0	11.99	1	1	1	1	1	
1	0.00	0.00	130.77	0	1	1	0	0	12.05	1	1	1	1	1	
1	0.00	0.00	128.96	0	1	1	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	127.94	0	1	1	0	0	12.01	1	1	1	1	1	
1	0.00	0.00	127.53	0	1	1	0	0	11.95	1	1	1	1	1	
1	0.00	0.00	126.88	0	1	1	0	0	12.17	1	1	1	1	1	
1	0.00	0.00	125.01	0	1	1	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	122.42	0	1	1	0	0	12.01	1	1	1	1	1	
1	0.00	0.00	49.01	0	1	1	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	48.44	0	1	1	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	47.68	0	1	1	0	0	11.95	1	1	1	1	1	
1	0.00	0.00	47.23	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	46.73	0	1	1	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	46.31	0	1	1	0	0	12.01	1	1	1	1	1	
1	0.00	0.00	46.09	0	1	1	0	0	11.95	1	1	1	1	1	
1	0.00	0.00	45.96	0	1	1	0	0	12.09	1	1	1	1	1	
1	0.00	0.00	45.79	0	1	1	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	45.17	0	1	1	0	0	11.97	1	1	1	1	1	
1	0.00	0.00	44.51	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	44.00	0	1	1	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	40.81	0	1	1	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	25.95	0	1	1	0	0	11.99	1	1	1	1	1	
1	0.00	0.00	8.05	0	1	1	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	1.56	0	1	1	0	0	12.05	1	1	1	1	1	
1	0.00	0.00	0.30	0	1	1	0	0	11.95	1	1	1	1	1	
1	0.00	0.00	0.08	0	1	1	0	0	12.17	1	1	1	1	1	
1	0.00	0.00	0.03	0	1	1	0	0	12.09	1	1	1	1	1	
1	0.00	0.00	0.02	0	1	1	0	0	11.99	1	1	1	1	1	
1	0.00	0.00	0.05	0	1	1	0	0	11.97	1	1	1	1	1	
1	0.00	0.00	0.09	0	1	1	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	0.08	0	1	1	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	0.05	0	1	1	0	0	11.97	1	1	1	1	1	
1	0.00	0.00	0.04	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	0.06	0	1	1	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	0.83	0	1	1	0	0	12.01	1	1	1	1	1	
1	0.00	0.00	8.13	0	1	1	0	0	11.95	1	1	1	1	1	
1	0.00	0.00	21.61	0	1	1	0	0	12.09	1	1	1	1	1	
1	0.00	0.00	31.88	0	1	1	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	40.91	0	1	1	0	0	11.97	1	1	1	1	1	
1	0.00	0.00	47.80	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	51.09	0	1	1	0	0	12.09	1	1	1	1	1	
1	0.00	0.00	54.05	0	1	1	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	55.28	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	55.17	0	1	1	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	55.16	0	1	1	0	0	12.05	1	1	1	1	1	
1	0.00	0.00	54.49	0	1	1	0	0	11.95	1	1	1	1	1	
1	0.00	0.00	45.69	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	22.80	0	1	1	0	0	12.09	1	1	1	1	1	
1	0.00	0.00	4.96	0	1	1	0	0	11.99	1	1	1	1	1	
1	0.00	0.00	0.38	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	0.04	0	1	1	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	0.03	0	1	1	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	0.05	0	1	1	0	0	11.95	1	1	1	1	1	
1	0.00	0.00	-0.00	0	1	1	0	0	12.17	1	1	1	1	1	
1	0.00	0.00	-0.01	0	1	1	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	0.15	0	1	1	0	0	12.01	1	1	1	1	1	
1	0.00	0.00	0.35	0	1	1	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	0.72	0	1	1	0	0	12.09	1	1	1	1	1	
1	0.00	0.00	1.53	0	1	1	0	0	12.01	1	1	1	1	1	
1	0.00	0.00	10.05	0	1	1	0	0	11.97	1	1	1	1	1	
1	0.00	0.00	35.68	0	1	1	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	63.28	0	1	1	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	82.09	0	1	1	0	0	12.01	1	1	1	1	1	
1	0.00	0.00	98.37	0	1	1	0	0	12.17	1	1	1	1	1	
1	0.00	0.00	109.06	0	1	1	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	116.05	0	1	1	0	0	12.03	1	1	1	1	1	
